,Date,AveragePrice,Total Volume,Sales,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
50,2015-01-11,1.09,666579.35,726571.4915,110974.25,427723.2,5357.69,122524.21,85793.27,36703.98,26.96,conventional,2015,Denver
51,2015-01-04,0.99,668086,661405.14,117454.09,429518.41,5553.6,115559.9,67894.33,47661.52,4.05,conventional,2015,Denver
0,2015-12-27,1.08,255499.7,275939.676,83097.26,50545.78,59789.18,62067.48,48936.21,762.35,12368.92,conventional,2015,Detroit
1,2015-12-20,1.1,250436.24,275479.864,110507.5,42663.06,45459.85,51805.83,40496.17,2931.68,8377.98,conventional,2015,Detroit
2,2015-12-13,1.05,275587.85,289367.2425,132206.07,38088.87,47788.47,57504.44,48318.35,2843.43,6342.66,conventional,2015,Detroit
3,2015-12-06,0.98,339797.19,333001.2462,92957.56,78805.63,113791.21,54242.79,30612.06,885.86,22744.87,conventional,2015,Detroit
4,2015-11-29,1.11,228427.08,253554.0588,84236.03,38244.11,63664.14,42282.8,31628.56,920.38,9733.86,conventional,2015,Detroit
5,2015-11-22,1.09,270529.34,294876.9806,95526.76,55945.23,63404.02,55653.33,47388.76,1257.23,7007.34,conventional,2015,Detroit
6,2015-11-15,1.1,248933.35,273826.685,88132.72,35472.8,52490.9,72836.93,65345.24,1141.32,6350.37,conventional,2015,Detroit
7,2015-11-08,1.03,343645.67,353955.0401,103367.05,72647.24,113928.21,53703.17,30614.89,734.95,22353.33,conventional,2015,Detroit
8,2015-11-01,1.04,340746.59,354376.4536,112432.15,67252.29,104529.5,56532.65,35176.99,1106.6,20249.06,conventional,2015,Detroit
9,2015-10-25,1.17,251336.74,294063.9858,84318.99,49927.69,74327.91,42762.15,30131.74,727.93,11902.48,conventional,2015,Detroit
10,2015-10-18,0.97,358143.26,347398.9622,117479.44,97788.02,72553.22,70322.58,63143.78,823.99,6354.81,conventional,2015,Detroit
11,2015-10-11,0.99,362400.65,358776.6435,110374.23,105188.14,72960.79,73877.49,68721.34,1222.93,3933.22,conventional,2015,Detroit
12,2015-10-04,1.1,286400.89,315040.979,81617.68,60336.35,90271.45,54175.41,40779.28,1039.04,12357.09,conventional,2015,Detroit
13,2015-09-27,1.17,257472.31,301242.6027,88573.56,43702.48,78776.6,46419.67,33816.62,1081.83,11521.22,conventional,2015,Detroit
14,2015-09-20,1,373545.23,373545.23,129945.11,71335.62,111298.27,60966.23,38180.88,839.26,21946.09,conventional,2015,Detroit
15,2015-09-13,1.03,401472.63,413516.8089,151274.05,73572.68,106452.77,70173.13,51456.91,1329.55,17386.67,conventional,2015,Detroit
16,2015-09-06,1.09,336982.39,367310.8051,143927.73,51351.12,79770.33,61933.21,49676.97,1237.68,11018.56,conventional,2015,Detroit
17,2015-08-30,0.96,422762.9,405852.384,177827.49,75478.01,100520.31,68937.09,52515.07,1066.62,15355.4,conventional,2015,Detroit
18,2015-08-23,1.11,267968.5,297445.035,114208.75,36663.35,61914.67,55181.73,45741.01,2154.69,7286.03,conventional,2015,Detroit
19,2015-08-16,0.97,400251.59,388244.0423,113822.13,86783.96,125069.99,74575.51,53326.63,1573.3,19675.58,conventional,2015,Detroit
20,2015-08-09,1.07,341289.98,365180.2786,136799.68,56896.42,80145.92,67447.96,54938.34,1471.57,11038.05,conventional,2015,Detroit
21,2015-08-02,1.04,364735.69,379325.1176,157018.49,58592.28,76533.58,72591.34,63454.14,1676.31,7460.89,conventional,2015,Detroit
22,2015-07-26,0.99,326233.8,322971.462,119084.73,38501.17,63099.7,105548.2,98037.18,2518.38,4992.64,conventional,2015,Detroit
23,2015-07-19,1.04,370830.93,385664.1672,125844.19,66223.96,105281.52,73481.26,61402.16,2038.49,10040.61,conventional,2015,Detroit
24,2015-07-12,1.02,310049.5,316250.49,127995.39,36569.66,62708.05,82776.4,76701.28,1977.04,4098.08,conventional,2015,Detroit
25,2015-07-05,1.06,373691.57,396113.0642,140339.02,62718.27,96051.18,74583.1,66416.56,1849.74,6316.8,conventional,2015,Detroit
26,2015-06-28,1,329753.61,329753.61,135230.94,30175.61,48618.79,115728.27,111301.27,2126.05,2300.95,conventional,2015,Detroit
27,2015-06-21,0.97,424580.52,411843.1044,133405.45,87075.84,121664.66,82434.57,70155.32,2831.82,9447.43,conventional,2015,Detroit
28,2015-06-14,1.04,372413.5,387310.04,136802.87,58418.17,90747.55,86444.91,80661.4,1786.01,3997.5,conventional,2015,Detroit
29,2015-06-07,0.97,447813.52,434379.1144,153214.87,87106.49,131114.3,76377.86,61921.23,1180.76,13275.87,conventional,2015,Detroit
30,2015-05-31,1.09,324400.67,353596.7303,162243.06,28903.88,53233.66,80020.07,74758.21,797.64,4464.22,conventional,2015,Detroit
31,2015-05-24,1.03,373245.43,384442.7929,193348.39,34774.04,46503.59,98619.41,94585.49,715.81,3318.11,conventional,2015,Detroit
32,2015-05-17,0.95,495155.82,470398.029,214237.95,98513.1,116503.88,65900.89,53494.15,591.25,11815.49,conventional,2015,Detroit
33,2015-05-10,1.11,360917.96,400618.9356,177872.77,42422.72,48825.24,91797.23,87986.35,1880.03,1930.85,conventional,2015,Detroit
34,2015-05-03,1.06,374659.88,397139.4728,161288.26,71919.54,74593.79,66858.29,60634.57,785.52,5438.2,conventional,2015,Detroit
35,2015-04-26,1.01,361243.2,364855.632,133322.95,61051.45,66651.75,100217.05,93903.26,1475.78,4838.01,conventional,2015,Detroit
36,2015-04-19,0.96,468643.05,449897.328,140434.29,139016.06,107930.54,81262.16,68265.07,4057.84,8939.25,conventional,2015,Detroit
37,2015-04-12,1.02,271182.01,276605.6502,96441.78,24663.5,43008.11,107068.62,101770.1,2451.53,2846.99,conventional,2015,Detroit
38,2015-04-05,1.11,295385.41,327877.8051,113210.53,62859.83,49925.6,69389.45,65997.82,1999.07,1392.56,conventional,2015,Detroit
39,2015-03-29,0.97,304048.16,294926.7152,120782.43,28182.89,38352.45,116730.39,113016.39,2415.87,1298.13,conventional,2015,Detroit
40,2015-03-22,0.97,455372.43,441711.2571,138397.72,109057.9,144745.74,63171.07,44419.39,754.44,17997.24,conventional,2015,Detroit
41,2015-03-15,1.13,254974.87,288121.6031,107980.24,31613.46,48302.85,67078.32,62158.56,1375.92,3543.84,conventional,2015,Detroit
42,2015-03-08,1.01,278695.29,281482.2429,97420.1,29942.92,46763.06,104569.21,99704.49,473.7,4391.02,conventional,2015,Detroit
43,2015-03-01,0.97,397899.56,385962.5732,97605.68,101935.17,129285.88,69072.83,50732.68,1144.16,17195.99,conventional,2015,Detroit
44,2015-02-22,1.15,250888.8,288522.12,99207.09,34703.33,46471.63,70506.75,66789.41,267.65,3449.69,conventional,2015,Detroit
45,2015-02-15,1.16,255597.63,296493.2508,100594.59,31170.09,41639.69,82193.26,78474.19,676.16,3042.91,conventional,2015,Detroit
46,2015-02-08,1.11,268195.87,297697.4157,129910.26,35996.84,40515.81,61772.96,57777.05,1023.87,2972.04,conventional,2015,Detroit
47,2015-02-01,0.92,539750.77,496570.7084,205775.28,136119.82,127173.89,70681.78,54003.36,688.47,15989.95,conventional,2015,Detroit
48,2015-01-25,1.19,277325.29,330017.0951,110113.35,47558.4,45889.29,73764.25,69311.52,1280.03,3172.7,conventional,2015,Detroit
49,2015-01-18,1.1,291788.43,320967.273,113616.86,45446.17,37740.18,94985.22,92319.38,1066.01,1599.83,conventional,2015,Detroit
50,2015-01-11,1.08,332165.05,358738.254,108378.69,90104.73,76985,56696.63,48639.13,620.82,7436.68,conventional,2015,Detroit
51,2015-01-04,1.01,369694.27,373391.2127,121634.27,117865.11,74062.76,56132.13,46679.86,1060.51,8391.76,conventional,2015,Detroit
0,2015-12-27,1.13,147713.85,166916.6505,2992.62,101109.84,5754.75,37856.64,30738.09,2919.24,4199.31,conventional,2015,GrandRapids
1,2015-12-20,1.13,126262.26,142676.3538,2630.11,85259.91,3211.51,35160.73,30547.62,2288.36,2324.75,conventional,2015,GrandRapids
2,2015-12-13,1.24,117645.69,145880.6556,3809.88,69582.68,3264.07,40989.06,38257.02,2231.37,500.67,conventional,2015,GrandRapids
3,2015-12-06,0.93,217174.66,201972.4338,4026.57,165454.45,15635.86,32057.78,26570.4,1560.59,3926.79,conventional,2015,GrandRapids
4,2015-11-29,1.12,120552.43,135018.7216,3726.77,82760.11,3336.97,30728.58,27835.71,2816.43,76.44,conventional,2015,GrandRapids
5,2015-11-22,1.11,140981.22,156489.1542,3734.97,94794.75,5725.81,36725.69,33606.78,2327.22,791.69,conventional,2015,GrandRapids
6,2015-11-15,1.2,129448.75,155338.5,3490.77,74695.44,2506.31,48756.23,47301.23,1427.26,27.74,conventional,2015,GrandRapids
7,2015-11-08,0.93,198257.69,184379.6517,3970.87,149876.75,7556.57,36853.5,34956.27,1819.27,77.96,conventional,2015,GrandRapids
8,2015-11-01,0.91,205592.1,187088.811,3731.64,147281.28,8605.43,45973.75,43392.69,1757.12,823.94,conventional,2015,GrandRapids
9,2015-10-25,1.14,134921.44,153810.4416,3899.73,86434.9,9431.21,35155.6,30487.72,3036.22,1631.66,conventional,2015,GrandRapids
10,2015-10-18,0.94,184806.99,173718.5706,3821.47,118521.96,17329.17,45134.39,40257.54,1830.77,3046.08,conventional,2015,GrandRapids
11,2015-10-11,0.97,198769.54,192806.4538,3638.99,106363.84,49279.06,39487.65,21799.3,2155.38,15532.97,conventional,2015,GrandRapids
12,2015-10-04,0.99,160322.48,158719.2552,3241.7,102316.58,18103.36,36660.84,29446.94,2198.98,5014.92,conventional,2015,GrandRapids
13,2015-09-27,1.15,137849.61,158527.0515,2977.77,87274.97,13024.28,34572.59,28888.74,1913.24,3770.61,conventional,2015,GrandRapids
14,2015-09-20,0.88,244696.01,215332.4888,3612.73,177686.12,9651.55,53745.61,51686.05,1815.57,243.99,conventional,2015,GrandRapids
15,2015-09-13,0.95,219380.93,208411.8835,4113.5,143018.46,20439.94,51809.03,43865.37,2851.68,5091.98,conventional,2015,GrandRapids
16,2015-09-06,1.09,170309.3,185637.137,3673.53,111964.57,6016.37,48654.83,45108.48,3486.89,59.46,conventional,2015,GrandRapids
17,2015-08-30,0.91,226898.73,206477.8443,3931.2,152332.2,16719.44,53915.89,48562.08,2309.09,3044.72,conventional,2015,GrandRapids
18,2015-08-23,1.28,128681.94,164712.8832,4847.16,72826.86,5459.79,45548.13,40204.96,4716.36,626.81,conventional,2015,GrandRapids
19,2015-08-16,0.89,268902.14,239322.9046,5134.58,177609.75,20395.04,65762.77,55316.85,6674.12,3771.8,conventional,2015,GrandRapids
20,2015-08-09,1.08,186733.16,201671.8128,4807.41,120579.39,8389.85,52956.51,49559.83,3294.27,102.41,conventional,2015,GrandRapids
21,2015-08-02,1.05,184067.49,193270.8645,4122.95,109853.88,10359.57,59731.09,55048.69,4030.14,652.26,conventional,2015,GrandRapids
22,2015-07-26,1.12,153868.79,172333.0448,3192.59,66065.84,9957.92,74652.44,69267.05,4085.24,1300.15,conventional,2015,GrandRapids
23,2015-07-19,1.05,215736.47,226523.2935,2680.7,122122.69,29478.33,61454.75,52697.22,3806.21,4951.32,conventional,2015,GrandRapids
24,2015-07-12,1.19,153112.84,182204.2796,4663.59,66045.81,9833.58,72569.86,66368.31,4901.72,1299.83,conventional,2015,GrandRapids
25,2015-07-05,1.16,202842.97,235297.8452,2709.26,109357.57,34986.3,55789.84,44032.97,5692.28,6064.59,conventional,2015,GrandRapids
26,2015-06-28,1.1,155972.38,171569.618,3089.5,55014.27,9941.32,87927.29,80548.8,5044.35,2334.14,conventional,2015,GrandRapids
27,2015-06-21,0.96,265555.66,254933.4336,2552.14,167585.16,32903.12,62515.24,53623.47,4943.16,3948.61,conventional,2015,GrandRapids
28,2015-06-14,1.07,197387.76,211204.9032,4446.1,116392.81,4934.17,71614.68,67207.35,4401.93,5.4,conventional,2015,GrandRapids
29,2015-06-07,1.14,212599.11,242362.9854,6926.42,134230.11,10407.58,61035,55432.55,4067.09,1535.36,conventional,2015,GrandRapids
30,2015-05-31,1.31,167907.51,219958.8381,7097,90411.8,3360.05,67038.66,64208.38,2794.35,35.93,conventional,2015,GrandRapids
31,2015-05-24,1.3,158917.21,206592.373,7888.33,74169.01,3111.69,73748.18,69048.81,4663.55,35.82,conventional,2015,GrandRapids
32,2015-05-17,0.97,277502.12,269177.0564,5515.43,202939.01,12421.42,56626.26,52456.3,3991.49,178.47,conventional,2015,GrandRapids
33,2015-05-10,1.36,159642.82,217114.2352,7383.85,84947.73,3817.57,63493.67,59129.49,4335.74,28.44,conventional,2015,GrandRapids
34,2015-05-03,1.06,238550.81,252863.8586,6301.92,176717.87,6727.83,48803.19,46862.74,1898.03,42.42,conventional,2015,GrandRapids
35,2015-04-26,1.09,189609.49,206674.3441,4480.46,105590.91,6421.76,73116.36,68758.56,4305.08,52.72,conventional,2015,GrandRapids
36,2015-04-19,0.93,310672.4,288925.332,5547.29,217323.81,15023.71,72777.59,68697.84,3761.98,317.77,conventional,2015,GrandRapids
37,2015-04-12,1.13,147494.24,166668.4912,5875.73,66804.31,2717.16,72097.04,68693.55,3377.45,26.04,conventional,2015,GrandRapids
38,2015-04-05,1.22,157721.54,192420.2788,4487.21,92044.84,5487.61,55701.88,50462.56,5165.79,73.53,conventional,2015,GrandRapids
39,2015-03-29,1.11,149631.24,166090.6764,1977.68,63600.68,3003.97,81048.91,75725.67,5299.2,24.04,conventional,2015,GrandRapids
40,2015-03-22,0.91,311876.75,283807.8425,1930.32,231211.7,19097.99,59636.74,57118.41,2105.9,412.43,conventional,2015,GrandRapids
41,2015-03-15,1.35,123895.07,167258.3445,1621.03,69452.53,4214.32,48607.19,45347.61,3244.22,15.36,conventional,2015,GrandRapids
42,2015-03-08,1.08,146835.6,158582.448,1783.51,68592.44,3903.17,72556.48,69329.04,3169.54,57.9,conventional,2015,GrandRapids
43,2015-03-01,0.95,263987.21,250787.8495,1355.2,182093.72,26454.42,54083.87,47217.11,3519.09,3347.67,conventional,2015,GrandRapids
44,2015-02-22,1.31,129295.86,169377.5766,1593.4,69934.93,4894.78,52872.75,48858.06,3767.48,247.21,conventional,2015,GrandRapids
45,2015-02-15,1.21,136761.35,165481.2335,1659.05,67025.59,4215.01,63861.7,57601.99,6203.39,56.32,conventional,2015,GrandRapids
46,2015-02-08,1.24,132621.01,164450.0524,1155.67,74113.5,4855.23,52496.61,48150.41,4209.37,136.83,conventional,2015,GrandRapids
47,2015-02-01,0.94,309471.69,290903.3886,1621.68,240215.65,19211.54,48422.82,43899.75,4377.27,145.8,conventional,2015,GrandRapids
48,2015-01-25,1.19,144301.73,171719.0587,1112.09,78092.72,6374.01,58722.91,54053.21,4552.75,116.95,conventional,2015,GrandRapids
49,2015-01-18,1.07,150201.39,160715.4873,970.13,78433.37,6411.99,64385.9,60381.95,3727.81,276.14,conventional,2015,GrandRapids
50,2015-01-11,1.03,185135.41,190689.4723,972.96,127984.25,13798.9,42379.3,39193.44,2896.97,288.89,conventional,2015,GrandRapids
51,2015-01-04,0.95,258979.63,246030.6485,1097,189348.6,22612.46,45921.57,43899.46,1097.68,924.43,conventional,2015,GrandRapids
0,2015-12-27,1.01,2580602.96,2606408.9896,336673.7,1411808.83,254629.93,577490.5,400003.8,98401.09,79085.61,conventional,2015,GreatLakes
1,2015-12-20,1.01,2504745.45,2529792.9045,383701.76,1337404.03,241580.61,542059.05,358218.65,122999.48,60840.92,conventional,2015,GreatLakes
2,2015-12-13,1.03,2608448.06,2686701.5018,463349.67,1342449.84,228576.54,574072.01,409909.7,148004.93,16157.38,conventional,2015,GreatLakes
3,2015-12-06,1,2981347.2,2981347.2,401676.14,1680591.43,398320.64,500758.99,325850,124306.44,50602.55,conventional,2015,GreatLakes
4,2015-11-29,1.07,2198408.92,2352297.5444,318661.4,1199426.12,248818.72,431502.68,328369.47,83149.01,19984.2,conventional,2015,GreatLakes
5,2015-11-22,1.03,2601821.63,2679876.2789,347803.29,1471865.16,280543.97,501609.21,391454.61,89472.08,20682.52,conventional,2015,GreatLakes
6,2015-11-15,1.09,2494044.41,2718508.4069,342002.87,1322818.28,248635.49,580587.77,465154.46,99695.62,15737.69,conventional,2015,GreatLakes
7,2015-11-08,0.98,3184946.53,3121247.5994,410061,1794703.2,425242.73,554939.6,365002.12,138161.32,51776.16,conventional,2015,GreatLakes
8,2015-11-01,1,3229124.75,3229124.75,436343.74,1825512.93,388703.05,578565.03,399665.31,133071.89,45827.83,conventional,2015,GreatLakes
9,2015-10-25,1.1,2671535.94,2938689.534,383559.81,1460066.36,331096.84,496812.93,335249.25,130933.76,30629.92,conventional,2015,GreatLakes
10,2015-10-18,1.03,2981549.94,3070996.4382,396690.54,1695841.56,353741.96,535275.88,419558.97,92629.46,23087.45,conventional,2015,GreatLakes
11,2015-10-11,1.02,3004133.39,3064216.0578,355508.86,1652244.4,456771.26,539608.87,384772.59,93016.17,61820.11,conventional,2015,GreatLakes
12,2015-10-04,1.05,2814678.93,2955412.8765,296032.66,1632488.05,381986.61,504171.61,354840.13,106127.86,43203.62,conventional,2015,GreatLakes
13,2015-09-27,1.1,2770074.76,3047082.236,343271.52,1605775.14,344488.51,476539.59,327299.75,103091.55,46148.29,conventional,2015,GreatLakes
14,2015-09-20,1.02,3336245.24,3402970.1448,460475.95,1887110.85,418235.21,570423.23,406010.16,109268.58,55144.49,conventional,2015,GreatLakes
15,2015-09-13,1.03,3532480.92,3638455.3476,492741.15,1958150,447108.5,634481.27,448051.74,132685.58,53743.95,conventional,2015,GreatLakes
16,2015-09-06,1.07,3272555.01,3501633.8607,432770.76,1876392.91,348448.68,614942.66,468148.29,121209.44,25584.93,conventional,2015,GreatLakes
17,2015-08-30,1.04,3388803.79,3524355.9416,478858.03,1877733.21,419390.5,612822.05,457558.59,111788.68,43474.78,conventional,2015,GreatLakes
18,2015-08-23,1.14,2849127.29,3248005.1106,404182.26,1596909.93,279710.88,568324.22,427635.3,122225.92,18463,conventional,2015,GreatLakes
19,2015-08-16,1.03,3653376.07,3762977.3521,414756.68,2087149.52,475383.38,676086.49,486209.97,129683.8,60192.72,conventional,2015,GreatLakes
20,2015-08-09,1.12,3230139.65,3617756.408,420919.7,1839862.82,331336.66,638020.47,497895.48,115527.66,24597.33,conventional,2015,GreatLakes
21,2015-08-02,1.14,3162447.64,3605190.3096,490577.01,1722754.95,321610.93,627504.75,500704.88,104570.86,22229.01,conventional,2015,GreatLakes
22,2015-07-26,1.1,3135698.38,3449268.218,475306.73,1616355,281882.1,762154.55,617211.53,127530.47,17412.55,conventional,2015,GreatLakes
23,2015-07-19,1.12,3436864.41,3849288.1392,449090.82,1843047.36,454643.18,690083.05,535843.25,110898.39,43341.41,conventional,2015,GreatLakes
24,2015-07-12,1.14,3077237.12,3508050.3168,456044.5,1617124.36,288141.07,715927.19,581802.24,120335.36,13789.59,conventional,2015,GreatLakes
25,2015-07-05,1.13,3774004.27,4264624.8251,502233.05,2055125.98,442059.88,774585.36,606612.51,140253.5,27719.35,conventional,2015,GreatLakes
26,2015-06-28,1.07,3336314.35,3569856.3545,476721.82,1631460.3,261863.52,966268.71,803974.11,148652.02,13642.58,conventional,2015,GreatLakes
27,2015-06-21,1.08,3720458.83,4018095.5364,487936.68,1958437.1,493928.69,780156.36,611156.81,132172.82,36826.73,conventional,2015,GreatLakes
28,2015-06-14,1.12,3511185.14,3932527.3568,604782.48,1744519.06,346867.18,815016.42,683334.7,119899.69,11782.03,conventional,2015,GreatLakes
29,2015-06-07,1.13,3602112.79,4070387.4527,689242.14,1723625.04,447117.42,742128.19,584086.31,122232.65,35809.23,conventional,2015,GreatLakes
30,2015-05-31,1.2,3151714,3782056.8,667193.97,1478975.82,280464.92,725079.29,593192.94,119920.22,11966.13,conventional,2015,GreatLakes
31,2015-05-24,1.15,3574050.61,4110158.2015,758183.5,1764210.85,263068.72,788587.54,641756.72,134308.54,12522.28,conventional,2015,GreatLakes
32,2015-05-17,1.09,3753201.03,4090989.1227,787079.55,1939235.3,406338.23,620547.95,481046.82,110126.4,29374.73,conventional,2015,GreatLakes
33,2015-05-10,1.15,3501344.46,4026546.129,766730.7,1723310.79,274259.73,737043.24,585000.53,147022.85,5019.86,conventional,2015,GreatLakes
34,2015-05-03,1.05,3901054.42,4096107.141,719493.66,2200706.49,327171.65,653682.62,493009.35,146837.36,13835.91,conventional,2015,GreatLakes
35,2015-04-26,1.14,3234024.32,3686787.7248,609506.22,1580854.41,294073.96,749589.73,615887.17,116500.49,17202.07,conventional,2015,GreatLakes
36,2015-04-19,1.06,3857605.11,4089061.4166,615564.03,2140254.41,383840.98,717945.69,609139.49,84879.59,23926.61,conventional,2015,GreatLakes
37,2015-04-12,1.11,2895992.9,3214552.119,548501.37,1403326.56,190091.28,754073.69,688965.8,60642.37,4465.52,conventional,2015,GreatLakes
38,2015-04-05,1.18,2938918.81,3467924.1958,504487.79,1595354.39,221603.31,617473.32,552075.78,61643.12,3754.42,conventional,2015,GreatLakes
39,2015-03-29,1.09,2971443.88,3238873.8292,456518.93,1472879.42,196545.04,845500.49,758625.31,82421.91,4453.27,conventional,2015,GreatLakes
40,2015-03-22,1.04,3746598.18,3896462.1072,543151.72,2146436.5,451798.84,605211.12,453829.96,105804.36,45576.8,conventional,2015,GreatLakes
41,2015-03-15,1.1,2948199.23,3243019.153,475449.58,1626922.95,223788.7,622038,498932.31,114147.11,8958.58,conventional,2015,GreatLakes
42,2015-03-08,1.04,3134752.64,3260142.7456,380674.2,1675102.29,253978.78,824997.37,697812.88,114519.6,12664.89,conventional,2015,GreatLakes
43,2015-03-01,1.02,3566752.43,3638087.4786,353818.94,2135517.89,478701.64,598713.96,462539.26,88541.92,47632.78,conventional,2015,GreatLakes
44,2015-02-22,1.16,2730224.03,3167059.8748,391400.93,1482033.31,246541.13,610248.66,512270.39,88536.91,9441.36,conventional,2015,GreatLakes
45,2015-02-15,1.15,2610004.41,3001505.0715,390973.21,1331420.43,237030.33,650580.44,561485.4,81172.24,7922.8,conventional,2015,GreatLakes
46,2015-02-08,1.07,2856456.35,3056408.2945,515789.01,1541252.99,238780.53,560633.82,472576.07,78544.87,9512.88,conventional,2015,GreatLakes
47,2015-02-01,0.91,4874124.41,4435453.2131,768874.35,2948564.71,510153.65,646531.7,479453.25,126925.79,40152.66,conventional,2015,GreatLakes
48,2015-01-25,1.13,2928692.32,3309422.3216,390289.67,1649082.75,271642.56,617677.34,503612.64,109501,4563.7,conventional,2015,GreatLakes
49,2015-01-18,1.08,3006207.02,3246703.5816,401683.43,1650327.26,257105.89,697090.44,600155.95,93434.54,3499.95,conventional,2015,GreatLakes
50,2015-01-11,1.1,3067638.32,3374402.152,416900.3,1818618.04,316856.73,515263.25,412976.97,91214.54,11071.74,conventional,2015,GreatLakes
51,2015-01-04,1.02,3382800.12,3450456.1224,467259.47,2059657.71,318102.38,537780.56,412779.64,111072.91,13928.01,conventional,2015,GreatLakes
0,2015-12-27,1.16,173645.55,201428.838,22694.58,98629.2,149.11,52172.66,51396.6,776.06,0,conventional,2015,HarrisburgScranton
1,2015-12-20,1.11,180186.23,200006.7153,24111.34,100758.01,158.29,55158.59,53929.04,1229.55,0,conventional,2015,HarrisburgScranton
2,2015-12-13,1.14,187058.65,213246.861,27053.78,107144.99,229.97,52629.91,51752.86,877.05,0,conventional,2015,HarrisburgScranton
3,2015-12-06,1.1,171195.76,188315.336,25260.16,99013.86,118.19,46803.55,46345.26,458.29,0,conventional,2015,HarrisburgScranton
4,2015-11-29,1.17,146103.34,170940.9078,23707.06,82015.89,110.54,40269.85,39640.65,629.2,0,conventional,2015,HarrisburgScranton
5,2015-11-22,1.16,162429.43,188418.1388,26601.95,85742.43,198.26,49886.79,47519.78,2367.01,0,conventional,2015,HarrisburgScranton
6,2015-11-15,1.09,189916.88,207009.3992,25483.85,113515.58,93.58,50823.87,46939.57,3884.3,0,conventional,2015,HarrisburgScranton
7,2015-11-08,1.09,214993.36,234342.7624,27837.88,137670.52,169.5,49315.46,47637.88,1677.58,0,conventional,2015,HarrisburgScranton
8,2015-11-01,1.13,219970.37,248566.5181,28916.15,140625.82,173.18,50255.22,49340.53,914.69,0,conventional,2015,HarrisburgScranton
9,2015-10-25,1.11,183276.68,203437.1148,27595.5,101618.92,185.61,53876.65,52569.78,1306.87,0,conventional,2015,HarrisburgScranton
10,2015-10-18,0.93,264223.22,245727.5946,27640.26,186372.86,408.03,49802.07,48878.61,923.46,0,conventional,2015,HarrisburgScranton
11,2015-10-11,1.05,225079.92,236333.916,32042.53,137367.2,267.77,55402.42,53610.63,1791.79,0,conventional,2015,HarrisburgScranton
12,2015-10-04,1.16,188436.91,218586.8156,32554.49,95392.4,323.79,60166.23,59227.5,938.73,0,conventional,2015,HarrisburgScranton
13,2015-09-27,1.15,192478.26,221349.999,30410.27,108385.85,294.6,53387.54,51731.16,1656.38,0,conventional,2015,HarrisburgScranton
14,2015-09-20,1.17,188314.24,220327.6608,31925.36,101200.97,279.75,54908.16,53988.59,919.57,0,conventional,2015,HarrisburgScranton
15,2015-09-13,1.07,254744.58,272576.7006,33047.61,170884.4,294.21,50518.36,48537.65,1980.71,0,conventional,2015,HarrisburgScranton
16,2015-09-06,1.19,225494.59,268338.5621,37453.63,128772.37,465.01,58803.58,57426.04,1344.61,32.93,conventional,2015,HarrisburgScranton
17,2015-08-30,1.18,219908.82,259492.4076,34595.95,125106.29,614.86,59591.72,57205.13,1779.77,606.82,conventional,2015,HarrisburgScranton
18,2015-08-23,1.1,222637.15,244900.865,37213.9,128402.42,584.81,56436.02,54580.78,1140.14,715.1,conventional,2015,HarrisburgScranton
19,2015-08-16,1.09,247813.45,270116.6605,37089.49,161018.66,402.5,49302.8,48581.44,714.85,6.51,conventional,2015,HarrisburgScranton
20,2015-08-09,1.07,247575.06,264905.3142,40320.2,149595.95,510.58,57148.33,56333.05,815.28,0,conventional,2015,HarrisburgScranton
21,2015-08-02,1.1,242281.36,266509.496,40387.93,143352.05,733.22,57808.16,56786.27,1018.67,3.22,conventional,2015,HarrisburgScranton
22,2015-07-26,1.17,225227.57,263516.2569,39346.13,123455.52,480.44,61945.48,60632.24,1271.5,41.74,conventional,2015,HarrisburgScranton
23,2015-07-19,1.19,229650.57,273284.1783,42405.8,119272.94,1020.51,66951.32,65842.25,1051.54,57.53,conventional,2015,HarrisburgScranton
24,2015-07-12,1.17,233638.96,273357.5832,42200.05,119798.85,2740.31,68899.75,67025.83,1705.19,168.73,conventional,2015,HarrisburgScranton
25,2015-07-05,1.19,275844.88,328255.4072,49829.42,142250.13,3215.99,80549.34,78409.83,1623.22,516.29,conventional,2015,HarrisburgScranton
26,2015-06-28,1.2,243537.29,292244.748,42688,124701.97,2556.6,73590.72,70488.1,2376.23,726.39,conventional,2015,HarrisburgScranton
27,2015-06-21,1.19,255431.85,303963.9015,44179.19,128614.97,3182.4,79455.29,76907.65,1624.65,922.99,conventional,2015,HarrisburgScranton
28,2015-06-14,1.13,277578.88,313664.1344,42766.16,140403.76,2028.31,92380.65,87952.58,2821.41,1606.66,conventional,2015,HarrisburgScranton
29,2015-06-07,1.21,265638.42,321422.4882,40587.95,138950.26,675.56,85424.65,81417.34,3219.51,787.8,conventional,2015,HarrisburgScranton
30,2015-05-31,1.22,260058.34,317271.1748,42572.44,125281.89,804.17,91399.84,87880.67,2341.73,1177.44,conventional,2015,HarrisburgScranton
31,2015-05-24,1.21,270097.92,326818.4832,43499.81,132429.7,777.66,93390.75,89913.88,2641.89,834.98,conventional,2015,HarrisburgScranton
32,2015-05-17,1.19,252843.56,300883.8364,44842.47,120942.94,487.01,86571.14,85065.22,1400.8,105.12,conventional,2015,HarrisburgScranton
33,2015-05-10,1.19,299147.73,355985.7987,53021.23,158314.43,585.43,87226.64,85161.38,2065.26,0,conventional,2015,HarrisburgScranton
